movie_id,title,genres,original_language,overview,production_companies,release_date,runtime,vote_average,vote_count,credits,keywords,poster_path
55,Viking Wolf,Horror-Thriller-Mystery,no,After witnessing a grotesque murder at a party in her new town a teenager starts having strange visions and bizarre desires.,Filmkameratene-REinvent Studios,18-11-2022,97,5.686,159,Elli Rhiannon MÃ¼ller Osborne-Liv MjÃ¶nes-Vidar Magnussen-Mia Fosshaug Laubacher-Arthur Hakalahti-Sjur Vatne Brean-Ã˜yvind BrandtzÃ¦g-StÃ¥le BjÃ¸rnhaug-Sverre Breivik-Anna Dworak-Assad Siddique-Hilde Olausson-Ola Otnes-Kasper Antonsen-Silje Ã˜ksland Krohne-Mads Henning Skar-JÃ¸rgensen-Melina Tranulis-Viktor Roth TrÃ¸nnes-Christensen-Marius Lien-Henrik Horge-Ãvar Ã–rn Sverrisson,small town-nordic mythology-mythical creature-female protagonist-mythological beast-werewolf-lycanthrope-nordic folklore-viking age-practical special effects-practical effects,https://image.tmdb.org/t/p/w500/abBDzmy35A3Nkupn6wK2DKyFamd.jpg
56,The Pale Blue Eye,Mystery-Crime-Horror,en,West Point New York 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe,Cross Creek Pictures-Le Grisbi Productions,22-12-2022,130,7.005,962,Christian Bale-Harry Melling-Lucy Boynton-Toby Jones-Simon McBurney-Timothy Spall-Robert Duvall-Harry Lawtey-Gillian Anderson-Charlotte Gainsbourg-Hadley Robinson-Fred Hechinger-Joseph Brooks-Steven Maier-Brennan Keel Cook-Orlagh Cassidy-Scott G. Anderson-Gideon Glick-Jack Irving-Matt Helm-Mathias Goldstein-Charlie Tahan-Bill Cwikowski-Agnes Herrmann-Nicholas Bellavia,detective-based on novel or book-winter-investigation-historical figure-murder-gothic horror-occult-west point-book-1830s,https://image.tmdb.org/t/p/w500/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg
57,Dolphin Boy,Animation-Adventure-Fantasy-Comedy,ru,When a plane crashes at sea dolphins rescue a little boy and raise him as family. He lives a carefree life beneath the waves until an evil monster seizes power over the underwater world. The boy is banished to dry land where a kind-hearted captain takes him in. With the captainâ€™s help the boy sets out on a journey to solve the mystery of his true identity.,SkyFrame,07-04-2022,90,6.2,38,Polina Avdeenko-Yuliya Rudina-Boris Khasanov-Yuliya Zorkina-Vasilisa Ruchimskaya,-,https://image.tmdb.org/t/p/w500/gISoDEiaUH9BNEunmLC7FgUVaia.jpg
58,The Offering,Horror,en,In the wake of a young Jewish girlâ€™s disappearance the son of a Hasidic funeral director returns home with his pregnant wife in hopes of reconciling with his father. Little do they know that directly beneath them in the family morgue an ancient evil with sinister plans for the unborn child lurks inside a mysterious corpse.,Millennium Films,23-09-2022,93,5.644,101,Nick Blood-Emm Wiseman-Paul Kaye-Allan Corduner-Daniel Ben Zenou-Sofia Weldon-Anton Trendafilov-Meglena Karalambova-Jonathan Yunger-Velizar Binev-Jodie Jacobs-Yonko Dimitrov-Boyan Anev-Nathan Cooper-Stefan Ivanov-Yoanna Krasteva-Veselin Mezekliev,horror-morgue-pregnant woman-dagger-jewish family-ancient evil-dark pact,https://image.tmdb.org/t/p/w500/tbaTFgGIaTL1Uhd0SMob6Dhi5cK.jpg
59,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,Animation-Action-Adventure-Fantasy-Thriller,ja,Tanjiro Kamado joined with Inosuke Hashibira a boy raised by boars who wears a boar's head and Zenitsu Agatsuma a scared boy who reveals his true power when he sleeps boards the Infinity Train on a new mission with the Fire Hashira Kyojuro Rengoku to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!,ufotable-Aniplex-Shueisha-STUDIO MAUSU-TOHO,16-10-2020,117,8.281,2966,Natsuki Hanae-Akari Kito-Hiro Shimono-Yoshitsugu Matsuoka-Satoshi Hino-Takahiro Sakurai-Katsuyuki Konishi-Saori Hayami-Kenichi Suzumura-Tomokazu Seki-Tomokazu Sugita-Toshiyuki Morikawa-Rina Sato-Shin-ichiro Miki-Houko Kuwashima-Kaede Hondo-You Taichi-Konomi Kohara-Aoi Koga-Rikiya Koyama-Megumi Toyoguchi-Junya Enoki-Mariya Ise-Daisuke Hirakawa-Akira Ishida-Jun Kasama-Sayaka Senbongi-Takuya Eguchi-Hibiku Yamamura-Yuya Hirose-Shinya Takahashi-Saeko Akiho-Shugo Nakamura-Mitsuki Nakae,fight-magic-psychology-supernatural-gore-survival-tragedy-coming of age-based on manga-demon-historical-family-mutilation-dark fantasy-shounen-anime-taisho,https://image.tmdb.org/t/p/w500/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg
60,Evil Eye,Horror,es,Nala a thirteen-year-old girl from the city travels with her family to her grandmother's home in the countryside to try to find a cure for her little sister's mysterious illness - But she'll soon find her granny is not exactly what she seems...,Film Tank-CinÃ©polis Producciones-Cinema MÃ¡quina,22-09-2022,100,6.8,178,Ofelia Medina-Arap Bethke-Samantha Castillo-Mauro GonzÃ¡lez-Mildred Motta-Ivanna Sofia Ferro-Paloma Alvamar-Paola Miguel-Pablo Guisa Koestinger,-,https://image.tmdb.org/t/p/w500/vcym9A0idLCFI1iIMRFiXKRvnbs.jpg
61,Big Trip 2: Special Delivery,Animation-Family-Adventure-Comedy,ru,It has been a year since Mic Mic and Oscar returned from their incredible adventure. And now after a diabolical plan by Vulture to sabotage the delivery of the Grizzly cub to his opponent in the American presidential elections Mic Mic Oscar Panda teenager and Stork set off on another great adventure as they ride a zeppelin to return little Grizzly to its rightful parents and save the American elections and the whole continent from an erupting volcano.,Licensing Brands-Luminescence,07-10-2022,90,6.556,45,Daniil Medvedev-Bernard Jacobsen-Stephen Thomas Ochsner-Liza Klimova-Kate Lann-Jonathan Salway-Jordan Worsley-David Andrew Grout-Andrey Kurganov-Cayce Orion-Arthur Cook-Brodey Evan-Jacqueline Vouga-Daniel Armstrong-Josh Wilson,panda-bear-rabbit,https://image.tmdb.org/t/p/w500/dabXVfrAFfhDte8XVemom3mTJog.jpg
62,Glass Onion: A Knives Out Mystery,Comedy-Crime-Mystery,en,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,T-Street Productions,23-11-2022,140,7.095,3584,Daniel Craig-Edward Norton-Janelle MonÃ¡e-Kathryn Hahn-Leslie Odom Jr.-Kate Hudson-Dave Bautista-Jessica Henwick-Madelyn Cline-Noah Segan-Jackie Hoffman-Dallas Roberts-Stephen Sondheim-Angela Lansbury-Natasha Lyonne-Kareem Abdul-Jabbar-Serena Williams-Yo-Yo Ma-Jacek Czajka-Dan Chariton-Eddie Gorodetsky-Coco Shinomiya-Dilcia Barrera-Mark Newman-Adam Davenport-Lauren Ivy-Momo PiÄ‡uriÄ‡-N.J. Gentry-Ali Goksoy-James Payton-T. Florian Karnowski-Jake Tapper-Panagiotis Margetis-Adele Franck-Ethan Hawke-Hugh Grant-Joseph Gordon-Levitt,detective-greece-investigation-satire-sequel-murder-mystery-billionaire-whodunit-puzzle box-clue-identical twin-murder mystery-arrested development-covid-19,https://image.tmdb.org/t/p/w500/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg
63,Bandit,Crime-Drama-Thriller,en,After escaping a Michigan prison a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the story of The Flying Bandit.,Goldrush Entertainment-Yale Productions-Lucky 13 Productions,23-09-2022,126,6.2,148,Josh Duhamel-Elisha Cuthbert-Mel Gibson-Nestor Carbonell-Lorenzo Yearby-Swen Temmel-Keith Arthur Bolden-Dylan Flashner-Olivia d'Abo-Michael H. Cole-Claire Bronson-Jessica Luza-Rachael Markarian-Leander Suleiman-Chiara D'Ambrosio,detective-canada-bank robber-strip club-pregnancy-based on true story-disguise-jewel heist-vancouver-escaped prisoner-ottawa canada-prison escapee-childbirth-pembroke canada-london canada,https://image.tmdb.org/t/p/w500/yph9PAbmjYPvyvbeZvdYIhCZHEu.jpg
64,Sniper: The White Raven,War-Action-Drama,uk,Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass Mykolaâ€™s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered he makes a cardinal decision and gets enlisted in a sniper company. Having met his wifeâ€™s killers he emotionally breaks down and arranges â€œsniper terrorâ€ for the enemy. Heâ€™s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a â€œscarâ€ and Mykola is ready to sacrifice his life.,UM Group,03-05-2022,120,7.604,298,Pavlo Aldoshyn-Maryna Koshkina-Andrii Mostrenko-Roman Semysal-Roman Yasinovskyi-Oleh Shulha-Yehor Kozlov-Yevhen Chernykov-Vadym Kurylko,europe-eastern europe-donbass war-russian invasion of ukraine-2010s-ukraine-war-war in ukraine-russo-ukrainian war,https://image.tmdb.org/t/p/w500/lZOODJzwuQo0etJJyBBZJOSdZcW.jpg
65,Spider-Man: No Way Home,Action-Adventure-Science Fiction,en,Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous forcing him to discover what it truly means to be Spider-Man.,Marvel Studios-Pascal Pictures-Columbia Pictures,15-12-2021,148,8,17029,Tom Holland-Zendaya-Benedict Cumberbatch-Jacob Batalon-Jon Favreau-Jamie Foxx-Willem Dafoe-Alfred Molina-Benedict Wong-Tony Revolori-Marisa Tomei-Andrew Garfield-Tobey Maguire-Angourie Rice-Arian Moayed-Paula Newsome-Hannibal Buress-Martin Starr-J.B. Smoove-J.K. Simmons-Rhys Ifans-Charlie Cox-Thomas Haden Church-Haroon Kahn-Emily Fong-Mary Rivera-Rudy Eisenzopf-Kathleen Cardoso-Jonathan Sam-Andrew Dunlap-Ben VanderMey-Zany Dunlap-B. Clutch Dunlap-Minnah Dunlap-Gary Weeks-Gregory Konow-Carol Anne Dines-Anisa Nyell Johnson-Willie Burton-Mallory Hoff-Greg Clarkson-Regina Ting Chen-Robert Mitchel Owenby-Glenn Keogh-Paris Benjamin-Jwaundace Candece-Taylor St. Clair-Gabriella Cila-Darnell Appling-Rolando Fernandez-Edward Force-Michael Le-Dean Meminger-Frederick A. Brown-Cristo FernÃ¡ndez-Clay Savage-Tom Hardy-Jake Gyllenhaal-Jay Karales-Gina Aponte-John Barnes,new york city-loss of loved one-showdown-secret identity-hero-magic-villain-dangerous-vigilante-portal-sequel-superhero-superhero team-alternate reality-masked vigilante-spider web-aftercreditsstinger-duringcreditsstinger-marvel cinematic universe (mcu)-teenage hero-fight for justice-multiverse-superhero teamup-returning hero-crossover-teamwork,https://image.tmdb.org/t/p/w500/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg
66,Violent Night,Action-Comedy-Crime-Thriller,en,When a team of mercenaries breaks into a wealthy family compound on Christmas Eve taking everyone inside hostage the team isnâ€™t prepared for a surprise combatant: Santa Claus is on the grounds and heâ€™s about to show why this Nick is no saint.,87North Productions-Universal Pictures,30-11-2022,112,7.576,1265,David Harbour-John Leguizamo-Beverly D'Angelo-Alex Hassell-Alexis Louder-Edi Patterson-Cam Gigandet-Leah Brady-AndrÃ© Eriksen-Brendan Fletcher-Mike Dopud-Alexander Elliot-Mitra Suri-Can Aydin-Phong Giang-Finn McCager Higgins-Rawleigh Clements-Willis-Stephanie Sy-Yoon Cha-Lee-Marina Stephenson Kerr-John B. Lowe-Ray Strachan-Sean Skene-Thomas Lorber-Erik Athavale-Adam Hurtig-Ron Borges-Adrian Persad-Marc-AndrÃ© Brisebois-Dylan Rampulla-Maxime Laurin-Christopher Sean Nott-Jake Kennerd-Carson Nattrass-Lance Cartwright-Alan Castanaga-Jeff Strome-Shannon Guile-Anders Strome-Darren Ross-BJ Verot-Tristan Carlucci-James Durham-Brent Poplawski-Frederick Allen-DJ Brotherson-Vance Halldorson,holiday-santa claus-mercenary-saving christmas-booby trap-duringcreditsstinger-christmas,https://image.tmdb.org/t/p/w500/1XSYOP0JjjyMz1irihvWywro82r.jpg
67,Ritual,Thriller,nl,The discovery of a chopped-off hand in a Brussels canal forces Belgian police diver Kiki to face deep guilt from the past her own and her countryâ€™s.  Based on the book â€˜Ritualâ€™ by Mo Hayder.,Eyeworks-Vlaams Audiovisueel Fonds (VAF)-Screen Flanders-Kinepolis Film Productions,07-09-2022,120,7,28,Marie Vinck-Geert Van Rampelberg-Ã‰riq Ebouaney-Lukas Bulteel-Willem Herbots-Frank Onana-Line Pillet-Babetida Sadjo-Stany Paquay-Danny van Meenen,-,https://image.tmdb.org/t/p/w500/9i4v0kITWH4xVdTN0JgNjwKf3CY.jpg
68,The Woman King,Action-Drama-History,en,The story of the Agojie the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.,TriStar Pictures-JuVee Productions-Jack Blue Productions-Entertainment One-Welle Entertainment,16-09-2022,135,7.798,1319,Viola Davis-Thuso Mbedu-Lashana Lynch-Sheila Atim-John Boyega-Jordan Bolger-Hero Fiennes Tiffin-Jimmy Odukoya-Masali Baduza-Jayme Lawson-Adrienne Warren-Chioma Antoinette Umeala-Siyamthanda Makakane-Shaina West-Sivuyile Ngesi-Riaan Visman-Seputla Sebogodi-AngÃ©lique Kidjo-Wanda Banda-Lethabo-Kekole Mathabathe-Daniel Hadebe-Kgomotso Moshia-Zozibini Tunzi-Makgotso M-Thando Dlomo-Zeaf Ejama-Julius Tennon-Pumla Ndlazi-Bonko Khoza-Sne Mbatha-Boitumelo Makgalemele-Bongo Mbutuma-Kwanda Tim Dlamini-Nhlanhla Mkhwanazi-Didi Ledwaba-Chumani Pan-Cebelihle Mbambo-Chris Ncekana-Tuks Tad Lungu-Yannick Brand-Nancy Sekhokoane-Joel Mukadi-Princess Elmore,africa-arranged marriage-warrior woman-based on true story-slave trade-woman director-military unit-19th century-mother daughter reunion-freed slave-female warrior-west africa-battle scene-weapons training-mid credits stinger,https://image.tmdb.org/t/p/w500/438QXt1E3WJWb3PqNniK0tAE5c1.jpg
69,Babylon,Drama-Comedy,en,A tale of outsized ambition and outrageous excess tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films and to sound films in the late 1920s.,Paramount-Marc Platt Productions-Material Pictures-C2 Motion Picture Group-Wild Chickens-Organism Pictures,22-12-2022,189,7.6,1288,Brad Pitt-Margot Robbie-Diego Calva-Jean Smart-Flea-Jovan Adepo-J.C. Currais-Jimmy Ortega-Hansford Prince-Telvin Griffin-Olivia Wilde-Circus-Szalewski-Lukas Haas-Li Jun Li-Kaia Gerber-Patrick Fugit-Eric Roberts-Cici Lau-Tyler Seiple-Zack Newick-Rory Scovel-Olivia Hamilton-P.J. Byrne-Alexandre Chen-Bob Clendenin-Miraj GrbiÄ‡-Johnny Hoops-James Wellington-Carlos Nunez-Laura Steinel-Danny Jolles-James Vincent-Richard Clarke Larsen-Max Minghella-Samara Weaving-Jeff Garlin-Anthony Burkhalter-Terry Walters-Trisha Simmons-Ariel Flores-Karolina Szymczak-Sean O'Bryan-David Ury-Katia Gomez-Vanessa Bednar-Carson Higgins-Armando Cosio-Frederick Koehler-Spencer Morgan-Ric Sarabia-Jim Allen Jackson-Katherine Waterston-Yissendy Trinidad-Cyrus Hobbi-Anton Hedayat-Hayley Huntley-John Mariano-Christopher Allen-Arely Vianet-Jeremy Roberts-Alex Reznik-Chloe Fineman-Pat Skipper-John Kerry-Sarah Ramos-Jennifer Grant-Julian Lefevre-Taylor Nichols-Bryan Scott Johnson-Kelly Meyer-Brenna Power-David Abed-Kevin Symons-Jonathan Thomson-Jim O'Brien-Chris Doubek-Dorian Martin-Todd Giebenhain-Mather Zickel-Ireland Sexton-Andrew Hawtrey-Mike Fletcher-Jonathan Ohye-James Crittenden-Pete Ploszek-Robert Beitzel-Ethan Suplee-Walker Hare-Douglas Fruchey-Taylor Hill-Marc Platt-Stephen Thomas-Sophia MagaÃ±a-Karen Bethzabe-Oscar Balderrama-Aurielle Simmons-Eamon Hunt-Kenajuan Bentley-John Macey-Noah Reilly-Marcos A. Ferraez-Phoebe Tonkin-Troy Metcalf-Albert Hammond Jr.-Cutty Cuthbert-Bregje Heinen-Dana Marcolina-Tal Seder-Robert Morgan-Nana Ghana-Joe Dallesandro-E.E. Bell-Sol Landerman-Karina Fontes-Spike Jonze-Freya Parker-Tobey Maguire-Lewis Tan-Manny Liotta-Anna Chazelle,gambling-snake-orgy-cocaine-elephant-champagne-gambling debt-alcoholism-hollywood-alcoholic-movie star-silent film star-1920s-old hollywood-fading star-shot on film,https://image.tmdb.org/t/p/w500/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg
70,Thor: Love and Thunder,Fantasy-Action-Comedy,en,After his retirement is interrupted by Gorr the God Butcher a galactic killer who seeks the extinction of the gods Thor Odinson enlists the help of King Valkyrie Korg and ex-girlfriend Jane Foster who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcherâ€™s vengeance and stop him before itâ€™s too late.,Marvel Studios-Kevin Feige Productions,06-07-2022,119,6.625,5488,Chris Hemsworth-Natalie Portman-Christian Bale-Tessa Thompson-Taika Waititi-Jaimie Alexander-Russell Crowe-Chris Pratt-Karen Gillan-Dave Bautista-Pom Klementieff-Sean Gunn-Vin Diesel-Bradley Cooper-Idris Elba-Carly Rees-Kat Dennings-Brett Goldstein-Stellan SkarsgÃ¥rd-Luke Hemsworth-Matt Damon-Sam Neill-Melissa McCarthy-Ben Falcone-Suren Jayemanne-Natasha Cheng-Stephen Curry-Bobby Holland Hanton-Daley Pearson-Dianne Close-Greg Mitchell-Briegh Winderbaum-Mayzie Winderbaum-Izaac Winderbaum-Alanis Long Borrello-Luka Bale-Kieron L. Dyer-India Rose Hemsworth-Simon Russell Beale-Manny Spero-Jonny Brugh-Andrew Crawford-Chanique Greyling-Brooke Satchwell-Elsa Pataky-Zia Kelly-Rosangela Fasano-Cameron Chapek-Tristan Hemsworth-Samson Alston-Alan Spies-Eliza Matengu-Shari Sebbens-Victoria Zerbst-Johnny Nasser-Jenna Owen-Gemma Dart-Victoria Ferrara-Ava Rodrigo-Porter-Elsa Rodrigo-Porter-Kaan Guldur-Indeia Booc-Indiana Ierano-Cayla Sutherland-Tui Vincent-Garth Wood-Yure Covich-Matatia Foa'i-Alan Dukes-Alan Tsibulya-Arka Das-Simona Paparelli-Nico Cortez-Priscilla Doueihy-Nicole Milinkovic-Chayla Korewha-Imaan Hadchiti-Carmen Foon-Clariza Vicente-Kuni Hashimoto-Stephen Hunter-Justin Paul Hitchcock-Nazih Kheir-Tatyana Gillam-Indiana Evans-Samantha Allsop-Olivia Vasquez-Adam Todd-Josh Heuston-David Hambly-Janessa Dufty-Ava Caryofyllis-ChloÃ© Gouneau-Ben Sinclair-Jane Yubin Kim-Dave Cory-Te Kainga O'Te Hinekahu Waititi-Matewa Kiritapu Waititi-Sasha Hemsworth-Aleph Millepied-Amalia Millepied-Rex Bale-Molly Moriarty-Hannah Gray-Luc Barrett-Luca Darda-Bo Chambers-Zali Mae Harrison-Leeton Alan Ingrey-Evan Stanhope-Jessica May Lynne-Jaimee Rose Lynn-Kim Thien Doan-Simone Landers-Sienna Ngeru-Rafael Siemer-Gabriel Siemer-Ronin Fabi-Arias Vang-Corban Ierano-Xander Mouradian-Jacob Yee-Zachary Levi-Ray Stevenson-Tadanobu Asano-Tom Hiddleston,ex-girlfriend-hero-greek mythology-sequel-superhero-based on comic-shadow-norse mythology-aftercreditsstinger-duringcreditsstinger-marvel cinematic universe (mcu)-heroes-norse god-colorless-child abduction-thor,https://image.tmdb.org/t/p/w500/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg
71,Somebody I Used to Know,Romance-Comedy-Drama,en,On a trip to her hometown workaholic Ally reminisces with her first love Sean and starts to question everything about the person she's become. Things only get more confusing when she meets Sean's fiancÃ© Cassidy who reminds her of the person she used to be.,Big Indie Pictures-Temple Hill Entertainment-Amazon Studios-Black Bear Pictures,10-02-2023,106,6.231,52,Alison Brie-Jay Ellis-Kiersey Clemons-Danny Pudi-Haley Joel Osment-Amy Sedaris-Julie Hagerty-Olga Merediz-ZoÃ« Chao-Evan Jonigkeit-Ayden Mayeri-Kelvin Yu-Ted Rooney-Jeanine Jackson-Fabi Reyna-Sam Richardson,marriage-romantic comedy-lgbtq,https://image.tmdb.org/t/p/w500/ovHxxphDgjyEpYriDoGoIHfrdZL.jpg
72,Scream,Horror-Mystery-Thriller,en,Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the townâ€™s deadly past.,Paramount-Project X Entertainment-Radio Silence-Spyglass Media Group,12-01-2022,114,6.713,2130,Melissa Barrera-Mason Gooding-Jenna Ortega-Jack Quaid-Mikey Madison-Courteney Cox-David Arquette-Neve Campbell-Dylan Minnette-Skeet Ulrich-Jasmin Savoy Brown-Sonia Ammar-Roger Jackson-Kyle Gallner-Marley Shelton-Reggie Conquest-Heather Matarazzo-Chester Tam-Brooke Barnhill-Stephen West-Rogers-Milli M.-Christopher Speed-Chelsea Rebecca-James A. Janisse-Drew Barrymore-Adam Brody-Henry Winkler-Hayden Panettiere-Jamie Kennedy-Matthew Lillard-Matt Bettinelli-Olpin-Tyler Gillett-Iya Labunka-Kevin Williamson-Marco Beltrami-Patrick Lussier-Julie Plec-Rian Johnson,attempted murder-mask-hallucination-murder-serial killer-hospital-slasher-whodunit-killing spree-hometown-reboot-crime spree-murder mystery-fandom-copycat killer-murder spree-sister sister relationship-retired cop-return to hometown,https://image.tmdb.org/t/p/w500/fFE6E9jRKaiy7LHxk4jH1jIWzyT.jpg
73,Top Gun: Maverick,Action-Drama,en,After more than thirty years of service as one of the Navyâ€™s top aviators and dodging the advancement in rank that would ground him Pete â€œMaverickâ€ Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.,Skydance Media-Don Simpson/Jerry Bruckheimer Films-Paramount,24-05-2022,131,8.303,6246,Tom Cruise-Miles Teller-Jennifer Connelly-Jon Hamm-Glen Powell-Ed Harris-Val Kilmer-Lewis Pullman-Charles Parnell-Bashir Salahuddin-Monica Barbaro-Jay Ellis-Danny Ramirez-Jack Schumacher-Manny Jacinto-Kara Wang-Greg Tarzan Davis-Jake Picking-Raymond Lee-Jean Louisa Kelly-Lyliana Wray-Chelsea Harris-Darnell Kirkwood-Austin Bowerman-Stephanie Andrea Barron-Alec Williams-Rachel Winfree-Peter Mark Kendall-Ian Gary-Bob Stephenson-Landon Gordon-Margaret Strabala-Ryan Heilmann-Shantel Limbo-James Handy-Whylip Lee-Tristan Henry-Jason Robert Boles-Brian Ferguson-Chido Nwokocha-Chaz Ingram-Rachael Markarian-Shannon Kane-Norman Ralph Eliasen-Anthony Edwards-Meg Ryan-Kelly McGillis,fighter pilot-u.s. navy-sequel-nuclear weapons-military,https://image.tmdb.org/t/p/w500/62HCnUTziyWcpDaBO2i1DX17ljH.jpg
74,Prizefighter: The Life of Jem Belcher,Drama-Action,en,At the turn of the 19th century Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.,-,30-06-2022,107,6.5,24,Matt Hookings-Ray Winstone-Jodhi May-Marton Csokas-Russell Crowe-Steven Berkoff-Julian Glover,-,https://image.tmdb.org/t/p/w500/x3PIk93PTbxT88ohfeb26L1VpZw.jpg
75,Medieval,History-Action-Drama,en,The story of 14th century Czech icon and warlord Jan Zizka who defeated armies of the Teutonic Order and the Holy Roman Empire.,JBJ Film-Three Brothers Production,08-09-2022,126,7.209,339,Ben Foster-Sophie Lowe-Michael Caine-Til Schweiger-Matthew Goode-Roland MÃ¸ller-William Moseley-Karel Roden-Werner Daehn-Jan BudaÅ™-Marek VaÅ¡ut-OndÅ™ej VetchÃ½-Vinzenz Kiefer-Alistair Brammer-Magnus Samuelsson-Christopher Rygh-Guy Roberts-David Bowles-Jennifer Armour-Aneta KernovÃ¡-Kevin Bernhardt-Sean Connor Renwick-Zhang Lang-VÃ¡clav JirÃ¡Äek-Martin Kavan-Ben Cristovao-Roman Å ebrle-Viktor KriÅ¡tof-Filip Antonio-Romana JÃ¡kl VÃ­tovÃ¡-Denisa PfauserovÃ¡-Brian Caspe-Petr VÃ¡gner-Viktor PeÅ¡ta-Daniel VÃ¡vra-Laura Karolyi,-,https://image.tmdb.org/t/p/w500/eeUNWsdoiOijOZAMaWFDA5Pb1n8.jpg
76,My Name Is Vendetta,Action-Crime-Thriller,it,After old enemies kill his family a former mafia enforcer and his feisty daughter flee to Milan where they hide out while plotting their revenge.,Colorado Film,30-11-2022,90,6.9,395,Alessandro Gassmann-Ginevra Francesconi-Remo Girone-Alessio PraticÃ²-Francesco Villano-Gabriele Falsetta-Marcello Mazzarella-Mauro Lamanna-Sinja Dieks-Luca Zamperoni-Isnaba Na Montche-Marco Boriero,-,https://image.tmdb.org/t/p/w500/7l3war94J4tRyWUiLAGokr3ViF2.jpg
77,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure-Family-Fantasy,en,Siblings Lucy Edmund Susan and Peter step through a magical wardrobe and find the land of Narnia. There they discover a charming once peaceful kingdom that has been plunged into eternal winter by the evil White Witch Jadis. Aided by the wise and magnificent lion Aslan the children lead Narnia into a spectacular climactic battle to be free of the Witch's glacial powers forever.,Walt Disney Pictures-Walden Media-C.S. Lewis Company,07-12-2005,143,7.12,9361,Georgie Henley-Skandar Keynes-William Moseley-Anna Popplewell-Tilda Swinton-James McAvoy-Jim Broadbent-Kiran Shah-James Cosmo-Judy McIntosh-Elizabeth Hawthorne-Patrick Kake-Shane Rangi-Brandon Cook-Cassie Cook-Morris Lupton-Shelly Edwards-Susan Haldane-Margaret Bremner-Jaxin Hall-Terry Murdoch-Katrina Browne-Lee Tuson-Elizabeth Kirk-Felicity Hamill-Kate O'Rourke-Sonya Hitchcock-Lucy Tanner-Tiggy Mathias-Gregory Cooper-Richard King-Russell Pickering-Ben Barrington-Charles Williams-Vanessa Cater-Allison Sarofim-Alina Phelan-Stephen Ure-Sam La Hood-Ajay Ratilal Navi-Bhoja 'BK' Kannada-Zakiuddin Mohd. Farooque-M. Ramaswami-Praphaphorn 'Fon' Chansantor-Nikhom Nusungnern-Doungdieo Savangvong-Rachael Henley-Mark Wells-Noah Huntley-Sophie Winkleman-Liam Neeson-Ray Winstone-Dawn French-Rupert Everett-Cameron Rhodes-Philip Steuer-Jim May-Sim Evan-Jones-Douglas Gresham-Michael Madsen,saving the world-sibling relationship-witch-based on novel or book-self sacrifice-winter-cupboard-beaver-lion-fairy tale-epic-surrealism-battle-based on children's book-fantasy world-duringcreditsstinger-1940s-high fantasy-based on young adult novel-faun-good versus evil,https://image.tmdb.org/t/p/w500/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg
